,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,HasName,AdoptionSpeed
3324,2,1,266,0,1,6,0,0,2,1,2,2,2,1,1,0,41326,0,3,1,3
3325,1,12,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,0,3,1,4
3326,1,42,15,0,2,1,2,0,2,2,1,3,3,1,1,0,41326,0,1,1,4
3327,2,1,266,0,2,6,0,0,1,1,2,2,2,1,1,0,41361,0,1,1,1
3328,1,36,307,0,2,1,2,0,1,2,1,1,1,1,1,0,41326,0,7,1,4
3329,2,2,266,0,1,1,7,0,2,1,2,1,2,1,1,30,41326,0,5,1,1
3330,1,1,307,0,3,2,5,7,2,1,2,2,2,1,7,0,41326,0,15,0,4
3331,1,4,218,307,3,4,5,7,2,1,1,1,2,1,2,0,41326,0,5,1,3
3332,1,2,307,0,2,1,2,0,2,1,3,1,2,1,1,0,41326,0,4,1,2
3333,2,4,266,0,2,7,0,0,1,1,2,1,2,2,1,0,41401,0,4,1,1
3334,1,12,307,0,1,1,2,0,2,2,1,1,2,1,1,0,41326,0,3,1,4
3335,2,3,266,0,1,6,0,0,2,1,2,1,2,1,1,0,41401,0,3,1,1
3336,2,3,266,0,1,3,0,0,2,1,2,2,2,1,1,0,41401,0,2,1,4
3337,1,12,83,0,2,3,0,0,2,2,1,1,3,1,1,300,41327,0,3,1,1
3338,2,2,266,0,1,1,7,0,2,1,2,1,2,1,1,50,41326,0,4,1,3
3339,1,4,307,307,3,2,0,0,1,1,1,1,3,1,4,0,41326,0,7,1,3
3340,1,24,179,0,1,2,3,0,1,1,1,1,1,1,1,350,41401,0,3,1,1
3341,1,1,307,0,3,1,2,7,3,2,2,2,2,1,6,0,41326,7,21,0,2
3342,2,10,266,0,2,1,3,7,2,1,1,1,1,1,1,50,41401,0,1,1,3
3343,2,22,300,265,1,3,4,0,3,2,1,1,1,1,1,50,41330,0,2,1,4
3344,2,26,266,0,3,1,2,7,1,1,2,2,1,1,4,0,41326,0,12,1,4
3345,1,2,307,0,1,2,0,0,2,1,2,1,2,1,1,0,41327,0,2,1,4
3346,1,3,307,0,1,2,7,0,2,1,2,1,2,1,1,0,41330,0,1,1,2
3347,2,1,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41401,0,1,1,4
3348,2,1,266,0,3,1,2,3,2,1,2,2,2,1,5,0,41326,0,3,1,4
3349,2,18,284,292,2,3,6,7,2,1,2,1,1,1,1,0,41335,0,3,1,3
3350,2,12,266,0,1,6,0,0,2,1,1,1,1,1,1,0,41401,0,5,1,3
3351,2,1,266,0,2,1,7,0,1,1,2,2,2,1,1,0,41326,0,1,0,1
3352,2,1,266,254,2,1,4,7,2,1,2,1,2,1,1,0,41326,0,3,1,2
3353,1,5,307,307,2,1,2,0,2,2,2,2,2,1,1,0,41327,0,13,1,3
3354,1,12,307,213,1,4,7,0,2,2,1,1,2,1,1,0,41326,0,0,1,3
3355,1,12,75,307,2,2,7,0,2,1,3,3,1,1,1,0,41326,0,3,1,2
3356,2,7,285,248,1,1,7,0,2,3,2,1,2,1,1,350,41326,1,5,1,1
3357,2,25,285,247,1,3,0,0,2,2,1,1,1,1,1,100,41326,0,5,1,4
3358,2,1,266,0,3,1,4,6,2,1,2,1,2,1,5,0,41401,0,11,1,2
3359,1,1,307,0,3,2,5,7,2,2,2,2,2,1,3,0,41326,0,4,0,2
3360,1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,7,0,4
3361,1,3,307,0,2,2,5,0,3,2,2,2,2,1,1,0,41326,0,1,1,2
3362,1,24,189,0,1,1,3,0,3,1,1,1,1,1,1,300,41326,0,1,1,1
3363,2,12,266,0,1,4,5,7,3,2,2,1,2,1,1,0,41401,0,8,1,2
3364,1,84,218,218,1,2,5,0,1,2,3,1,2,1,1,0,41326,0,5,1,4
3365,2,2,266,0,1,3,7,0,1,1,1,1,2,1,1,65,41401,0,15,1,2
3366,1,2,218,307,1,5,0,0,2,1,2,1,2,1,1,0,41326,0,12,1,1
3367,1,8,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41401,0,3,1,2
3368,2,5,292,0,1,5,6,7,2,1,3,3,2,1,1,250,41326,0,5,1,4
3369,2,3,266,0,2,1,3,7,2,1,1,1,2,1,2,1,41326,0,5,1,3
3370,2,4,266,0,2,1,2,4,2,1,2,2,2,1,3,0,41326,0,2,1,2
3371,1,2,307,218,1,2,7,0,2,1,2,1,2,2,1,0,41401,0,11,1,1
3372,2,10,264,264,2,3,0,0,2,2,3,3,3,1,1,0,41326,0,5,1,4
3373,2,48,264,285,1,7,0,0,3,3,1,1,1,1,1,300,41326,0,3,1,2
3374,1,2,307,307,3,2,5,7,2,2,1,1,2,1,4,0,41326,3,13,1,3
3375,1,48,69,69,2,3,5,0,1,2,1,1,1,1,1,200,41326,0,8,1,4
3376,1,2,307,307,2,1,7,0,2,2,2,1,2,1,1,0,41326,0,4,1,3
3377,2,24,266,0,1,2,4,7,3,1,1,1,2,1,1,0,41326,0,2,1,1
3378,1,4,205,0,2,1,2,7,1,3,1,1,2,1,1,400,41326,0,3,1,1
3379,1,2,307,0,1,2,5,0,2,1,2,1,2,1,1,0,41327,0,1,1,2
3380,2,2,266,0,2,7,0,0,1,1,2,2,2,1,1,0,41326,0,2,1,2
3381,2,4,249,266,3,2,0,0,2,1,2,2,2,1,4,0,41327,0,3,1,4
3382,1,2,307,0,2,1,2,0,2,1,3,3,2,1,1,0,41326,0,3,1,3
3383,2,2,266,0,1,3,7,0,2,1,2,2,2,1,1,0,41326,0,5,1,1
3384,1,60,179,0,2,5,7,0,1,2,3,3,1,1,1,250,41326,0,3,1,1
3385,1,36,307,0,1,1,2,0,3,1,1,1,1,1,1,0,41401,0,2,1,2
3386,1,2,307,0,1,7,0,0,1,1,1,1,2,1,1,0,41326,0,3,1,4
3387,1,1,307,0,2,1,7,0,2,2,2,2,2,1,1,0,41327,0,2,1,1
3388,2,4,266,0,2,2,4,5,2,1,2,1,2,1,1,0,41326,0,2,1,3
3389,2,3,264,0,2,2,3,6,2,3,3,3,3,1,3,0,41326,0,6,1,3
3390,2,1,266,0,3,1,4,7,2,1,2,2,2,1,7,0,41332,0,3,1,2
3391,1,1,128,307,1,2,7,0,2,2,2,2,2,1,1,0,41401,0,1,0,3
3392,1,24,152,307,2,1,0,0,2,1,1,1,1,1,1,0,41326,0,4,1,3
3393,2,6,266,0,2,4,7,0,1,1,1,1,1,1,1,0,41401,0,2,1,4
3394,2,3,265,0,1,1,2,7,2,2,2,1,3,1,1,0,41326,0,6,1,4
3395,2,2,265,265,3,1,6,0,1,1,2,2,3,1,2,0,41332,0,4,1,2
3396,2,6,266,0,2,1,7,0,1,1,3,3,3,1,1,0,41326,0,3,1,2
3397,1,4,307,0,2,1,0,0,2,1,1,1,2,1,1,0,41327,0,7,1,4
3398,1,3,307,0,1,2,7,0,3,2,3,3,2,1,1,0,41326,0,3,1,3
3399,1,2,307,0,2,5,0,0,2,2,1,1,2,1,1,0,41401,0,5,1,4
3400,1,14,213,201,1,1,3,7,2,2,1,1,1,1,1,0,41326,0,4,1,0
3401,2,7,266,0,1,1,7,0,2,1,1,1,1,1,1,50,41401,0,2,1,2
3402,1,1,307,218,2,1,7,0,2,2,1,1,2,1,1,0,41326,0,19,1,3
3403,1,24,307,0,1,1,7,0,2,1,3,3,1,1,1,0,41336,0,2,1,3
3404,1,2,307,0,2,1,7,0,2,1,2,1,3,2,1,0,41326,0,3,1,2
3405,1,38,307,0,1,5,7,0,2,2,1,1,2,1,1,80,41326,0,2,1,2
3406,1,5,307,0,2,2,3,0,2,2,2,1,2,1,1,0,41326,0,5,1,4
3407,1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,9,1,2
3408,2,2,254,0,2,1,5,7,2,1,2,1,2,1,1,0,41330,0,3,1,3
3409,1,2,307,0,1,2,3,0,2,2,2,1,2,1,1,50,41326,0,3,1,3
3410,2,1,299,0,1,1,7,0,1,2,2,1,2,1,1,0,41326,0,9,1,3
3411,2,2,266,266,3,1,2,7,2,1,2,2,2,1,2,0,41326,0,1,1,2
3412,1,8,307,218,2,1,7,0,2,1,1,1,1,1,1,0,41326,0,6,1,3
3413,1,1,307,0,2,2,5,7,2,1,2,2,2,1,1,0,41326,0,5,1,3
3414,1,1,307,0,3,1,2,0,2,2,2,2,2,1,4,0,41401,0,5,1,3
3415,1,1,307,0,3,1,2,7,2,2,2,2,2,1,7,0,41326,0,16,1,1
3416,1,2,307,0,2,1,3,0,2,2,2,2,2,1,1,0,41326,0,3,1,2
3417,2,8,266,266,2,6,7,0,2,1,1,1,2,1,1,0,41326,0,5,1,3
3418,1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,0,1,1,2
3419,2,3,292,0,1,5,7,0,2,1,1,1,2,1,1,0,41401,0,2,1,1
3420,2,1,265,0,2,2,3,0,2,2,2,2,2,1,1,0,41367,0,0,1,2
3421,1,2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41330,0,1,0,1
3422,2,8,264,0,2,7,0,0,1,2,2,1,1,1,1,100,41326,0,2,1,1
3423,2,3,299,303,2,1,2,6,2,2,2,1,2,1,2,0,41401,0,6,1,1
3424,1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,1,1,3
3425,2,1,285,265,3,1,6,7,2,1,2,2,2,1,5,0,41401,0,6,1,2
3426,2,2,265,0,2,1,6,7,2,2,2,2,2,1,1,0,41327,0,2,1,2
3427,1,7,307,0,3,2,5,0,2,1,2,1,1,1,2,0,41326,0,2,1,4
3428,1,1,307,0,2,1,3,0,2,1,2,1,2,1,1,0,41401,0,7,1,2
3429,2,2,265,0,3,1,5,7,1,2,2,2,2,1,3,0,41326,0,0,1,4
3430,1,18,141,0,2,2,3,0,3,1,1,1,1,1,1,0,41326,0,0,1,1
3431,1,6,179,0,2,2,3,0,2,2,1,1,2,1,1,0,41326,0,1,1,2
3432,1,5,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41336,0,1,1,1
3433,2,1,266,0,2,1,7,0,1,1,2,2,2,1,1,0,41326,0,3,1,1
3434,1,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,3,2,1,2
3435,1,2,307,0,2,1,2,3,2,1,2,1,2,1,5,0,41326,0,1,1,4
3436,2,31,299,0,2,1,2,5,3,1,1,1,1,1,1,0,41401,0,5,1,4
3437,2,3,265,0,2,1,2,7,2,2,2,2,2,1,1,0,41326,0,1,1,3
3438,1,2,307,0,1,2,7,0,1,1,2,1,2,1,1,0,41326,0,1,1,2
3439,2,3,265,0,2,3,5,7,2,2,2,2,2,1,1,50,41401,0,0,1,3
3440,2,12,266,266,3,2,7,0,2,1,1,1,1,1,7,0,41401,0,5,1,2
3441,1,48,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,3,1,4
3442,2,14,254,0,2,1,3,7,1,1,1,1,1,1,1,0,41326,0,1,1,1
3443,1,3,307,0,2,1,7,0,2,1,1,1,2,1,1,0,41326,1,2,1,2
3444,1,4,307,0,1,3,0,0,2,1,1,1,2,1,1,155,41401,0,1,1,4
3445,2,5,266,0,2,5,7,0,2,1,2,1,2,1,1,0,41401,0,4,1,1
3446,2,4,265,0,2,4,7,0,2,2,2,2,2,1,1,100,41361,0,2,1,2
3447,1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,20,41327,0,1,1,2
3448,2,4,266,0,2,1,4,6,2,1,1,1,2,1,1,0,41326,2,9,1,2
3449,2,2,266,0,1,1,6,7,1,2,1,1,2,1,1,0,41326,0,4,1,2
3450,2,2,265,0,3,1,3,7,2,2,2,2,2,1,3,1,41401,0,2,1,3
3451,1,3,307,0,2,2,3,0,2,2,1,1,2,1,1,0,41326,0,5,1,3
3452,1,1,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,0,2,1,1
3453,2,12,247,0,1,7,0,0,2,2,1,1,1,1,2,100,41401,0,3,0,4
3454,2,2,241,266,3,2,3,6,1,1,2,2,2,1,2,0,41326,0,3,0,3
3455,2,0,265,0,1,2,5,0,1,2,2,2,2,1,1,0,41326,0,4,1,0
3456,1,48,307,307,2,1,5,0,2,2,1,1,1,1,1,0,41401,0,2,1,0
3457,1,2,218,307,1,2,5,0,2,1,2,1,2,1,1,0,41326,0,2,1,2
3458,2,2,266,0,1,3,0,0,2,2,2,2,2,1,1,0,41401,0,4,1,1
3459,1,3,307,0,2,2,7,0,1,1,1,1,2,2,1,0,41401,0,2,1,1
3460,1,2,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,0,1,1,2
3461,2,36,299,0,2,2,5,6,2,1,1,1,1,1,1,0,41401,0,5,1,2
3462,1,7,307,307,1,1,2,4,2,1,1,1,3,1,1,0,41336,0,0,1,4
3463,2,3,296,292,2,2,5,7,2,1,2,1,2,1,1,50,41327,0,2,1,4
3464,1,60,205,0,1,2,7,0,2,2,3,3,3,1,1,0,41401,0,2,0,2
3465,2,1,266,0,3,4,6,7,1,1,2,2,3,1,5,0,41326,0,1,0,4
3466,2,2,265,0,3,1,3,7,2,2,2,2,2,1,3,0,41326,0,3,1,1
3467,1,60,205,218,1,1,7,0,1,2,1,1,2,1,1,0,41326,0,4,1,1
3468,2,4,266,266,1,4,7,0,1,1,2,1,2,1,1,0,41401,0,4,1,2
3469,2,2,266,0,2,1,4,0,2,1,2,2,2,1,1,0,41401,0,2,1,4
3470,1,12,307,0,1,1,7,0,2,2,3,3,3,1,1,0,41336,2,5,1,1
3471,1,2,307,0,1,1,2,7,2,1,1,1,2,1,1,0,41326,0,1,1,4
3472,2,4,266,0,3,1,3,7,2,1,2,2,2,1,3,0,41401,0,6,1,1
3473,1,1,307,307,2,2,7,0,2,2,2,1,2,1,1,0,41326,0,1,1,2
3474,2,3,266,0,2,4,7,0,1,1,2,2,2,1,1,0,41401,0,0,1,4
3475,1,24,307,0,1,2,0,0,2,2,1,1,1,1,1,0,41401,0,3,1,2
3476,2,12,266,0,2,7,0,0,1,1,3,3,3,1,1,0,41401,0,1,0,2
3477,1,48,75,307,1,5,7,0,2,2,1,3,3,1,1,0,41326,0,2,1,2
3478,2,3,266,0,2,1,0,0,2,1,2,1,2,1,1,0,41401,0,4,1,2
3479,1,2,307,0,2,1,2,0,2,1,2,2,2,1,1,20,41327,0,1,1,3
3480,2,2,266,0,1,6,0,0,1,1,2,1,2,1,1,0,41401,0,1,1,2
3481,1,12,307,218,2,2,7,0,2,2,1,1,1,1,1,0,41326,0,2,1,2
3482,1,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41327,0,1,1,2
3483,2,3,266,0,2,1,4,0,2,1,2,2,2,1,1,0,41326,0,3,1,2
3484,2,8,266,0,1,2,3,7,2,1,3,2,2,1,1,0,41401,0,3,1,4
3485,2,3,265,0,2,1,3,7,1,2,2,1,2,1,1,0,41327,0,2,1,3
3486,2,5,265,266,1,3,4,0,2,2,3,3,3,2,1,0,41401,0,2,1,2
3487,1,38,307,0,2,1,0,0,1,2,1,1,1,1,1,80,41326,0,5,1,4
3488,2,2,266,0,1,1,2,6,1,1,2,2,2,1,1,0,41327,0,11,1,1
3489,1,12,141,307,1,4,0,0,2,1,2,1,1,1,1,30,41326,0,1,1,4
3490,1,1,307,0,1,2,5,0,2,1,2,2,2,1,2,0,41401,0,2,0,3
3491,1,1,307,307,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,2,1,2
3492,1,2,117,307,2,1,0,0,2,1,1,1,1,1,1,0,41326,0,7,1,3
3493,2,14,265,299,3,3,4,5,1,2,2,2,2,1,3,0,41326,0,3,1,4
3494,1,2,307,0,1,1,2,7,2,1,2,1,2,1,1,0,41401,0,3,0,1
3495,2,4,283,283,2,3,6,7,1,1,2,2,2,1,1,0,41401,0,2,1,4
3496,1,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,1,13,1,2
3497,1,1,307,0,2,2,7,0,2,2,2,2,2,1,1,0,41326,0,7,1,2
3498,1,1,307,0,2,1,0,0,1,1,2,2,2,1,2,0,41326,0,1,1,4
3499,1,3,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,0,1,1,2
3500,1,2,307,0,1,1,2,0,2,2,1,1,2,1,1,60,41327,0,3,1,1
3501,2,9,285,264,1,1,7,0,3,3,2,2,2,1,1,150,41401,0,4,1,4
3502,2,6,265,266,1,2,7,0,2,2,2,1,2,1,1,0,41401,0,1,1,1
3503,2,2,266,0,2,1,7,0,1,1,1,1,2,1,1,0,41327,0,25,1,3
3504,1,60,182,0,1,1,5,0,2,1,1,1,1,1,1,0,41326,0,3,1,3
3505,2,1,266,265,2,5,0,0,2,1,2,2,2,1,1,0,41401,0,1,1,1
3506,2,1,266,0,2,1,6,0,1,1,2,2,2,1,1,0,41326,1,3,1,1
3507,2,6,292,0,2,1,2,7,1,1,3,3,3,1,1,50,41326,0,24,1,4
3508,1,2,307,0,2,1,7,0,2,2,2,2,2,1,2,0,41327,0,3,1,4
3509,1,5,307,0,3,1,2,5,2,1,2,2,2,1,2,0,41327,0,0,1,3
3510,1,1,307,307,2,1,2,7,2,1,2,2,2,1,2,0,41336,0,2,1,1
3511,2,4,299,0,1,1,2,0,2,2,2,2,2,1,1,0,41326,0,5,1,3
3512,1,2,78,307,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,3,1,3
3513,1,2,307,307,2,2,7,0,2,1,1,1,3,1,1,50,41326,0,3,0,1
3514,1,36,109,0,2,3,0,0,3,2,1,1,2,1,1,0,41326,0,1,1,2
3515,1,4,119,307,2,2,7,0,3,1,1,1,2,1,1,50,41326,0,2,1,1
3516,1,4,307,307,2,2,7,0,2,1,2,2,2,1,1,0,41401,0,3,1,2
3517,1,4,307,0,2,4,7,0,2,1,3,3,3,1,1,100,41327,0,1,1,4
3518,2,1,265,0,3,6,7,0,1,2,2,3,3,1,5,0,41401,0,1,1,4
3519,1,4,307,75,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,4,1,1
3520,1,1,189,307,1,1,5,0,2,2,2,1,2,1,2,0,41326,0,4,1,2
3521,2,2,265,0,3,3,7,0,1,2,2,1,2,1,5,0,41326,0,6,1,4
3522,2,2,292,0,2,6,7,0,1,1,2,2,2,1,1,0,41401,0,4,1,1
3523,2,2,266,0,1,3,7,0,2,1,1,1,2,1,1,0,41326,0,1,1,1
3524,2,4,265,265,1,1,7,0,1,2,2,1,2,1,1,50,41326,0,3,1,4
3525,2,3,266,0,2,6,7,0,1,1,1,1,2,1,1,10,41326,0,14,1,3
3526,1,6,129,0,2,2,7,0,1,1,1,1,2,1,1,500,41401,0,3,1,1
3527,1,42,307,0,2,1,2,0,2,3,1,1,1,1,1,0,41330,0,2,1,4
3528,2,3,266,0,1,1,7,0,1,1,1,1,1,1,1,0,41345,0,1,1,3
3529,2,11,265,0,1,2,4,7,2,2,2,1,2,1,1,0,41401,0,2,1,1
3530,2,48,251,0,2,4,5,6,2,2,3,1,1,1,6,0,41326,0,4,1,1
3531,2,3,264,0,1,6,7,0,2,3,1,1,2,1,1,0,41401,0,4,1,2
3532,2,2,266,0,1,1,2,0,1,1,1,1,3,1,1,0,41401,0,1,1,3
3533,1,24,307,307,2,2,7,0,2,2,1,1,1,1,1,0,41326,0,1,1,3
3534,2,4,265,0,1,3,7,0,1,2,3,1,2,2,1,0,41326,0,9,1,2
3535,1,2,307,0,1,2,3,7,2,1,1,1,2,1,1,0,41326,0,4,1,3
3536,2,3,266,0,2,1,7,0,2,2,2,2,2,1,1,0,41326,1,4,1,2
3537,1,6,307,0,2,2,7,0,2,2,1,1,2,1,1,0,41401,0,14,1,3
3538,2,5,281,295,2,6,0,0,2,1,1,1,1,1,1,0,41326,0,1,1,2
3539,1,15,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41326,0,4,1,2
3540,1,4,307,0,1,2,0,0,2,1,3,3,3,1,1,0,41324,0,3,0,4
3541,1,2,307,0,1,2,0,0,2,2,1,1,3,1,1,0,41324,0,1,1,2
3542,2,2,299,265,1,6,0,0,1,3,2,1,2,1,1,0,41330,0,3,1,3
3543,2,2,306,265,3,1,2,3,1,1,2,1,2,1,4,0,41326,0,4,1,0
3544,1,12,152,0,2,1,4,0,2,1,1,1,2,1,1,250,41401,0,3,1,1
3545,2,2,265,266,1,6,7,0,3,2,1,2,2,1,1,100,41401,0,3,1,2
3546,2,12,266,266,3,1,2,4,1,1,2,2,2,1,3,0,41326,0,14,1,2
3547,1,2,307,0,3,1,2,3,2,1,2,1,2,1,3,0,41326,0,6,1,2
3548,2,4,299,266,2,1,6,7,2,1,2,2,2,1,1,0,41401,1,2,1,1
3549,1,8,20,307,1,1,2,7,2,1,1,1,1,1,1,0,41326,0,3,1,4
3550,2,6,241,0,2,1,3,5,2,2,2,3,3,1,2,0,41326,0,5,1,4
3551,2,5,265,0,1,4,7,0,2,2,1,1,2,1,1,100,41326,0,4,1,1
3552,2,3,266,0,3,1,5,7,1,1,2,2,2,1,2,0,41401,0,4,1,3
3553,2,2,247,266,1,1,7,0,1,2,2,1,3,1,1,0,41326,0,2,1,0
3554,1,24,307,0,1,1,2,4,2,2,2,1,2,1,1,100,41326,0,2,1,4
3555,2,12,266,250,2,1,0,0,2,1,2,1,1,1,1,0,41326,0,2,1,3
3556,2,14,266,0,2,4,7,0,2,1,1,1,1,1,1,0,41401,0,7,1,2
3557,2,27,299,0,1,3,4,7,2,3,1,1,1,1,1,0,41401,0,2,1,4
3558,1,13,78,0,1,1,2,0,4,1,1,1,2,1,1,100,41326,0,1,1,2
3559,2,1,265,0,1,1,7,0,2,2,2,1,2,1,1,0,41326,0,4,1,4
3560,1,24,307,0,2,5,7,0,2,2,1,1,1,1,1,1,41326,0,5,1,4
3561,2,1,265,0,3,1,4,6,2,2,2,2,2,1,3,0,41401,0,5,1,2
3562,1,1,307,0,3,2,0,0,2,1,2,2,2,1,7,0,41327,0,2,1,4
3563,2,2,266,0,1,6,7,0,2,1,2,2,2,1,1,0,41326,0,4,1,1
3564,1,2,307,307,2,1,2,0,3,1,2,1,2,1,1,50,41332,0,2,1,4
3565,1,2,307,0,1,4,0,0,2,1,2,2,2,1,1,20,41327,0,1,1,3
3566,2,0,266,0,3,2,5,7,1,1,3,3,3,1,4,0,41335,0,4,1,3
3567,1,24,307,0,2,1,5,0,2,1,1,1,1,1,1,0,41326,0,1,1,4
3568,2,2,292,0,2,2,5,0,2,1,2,2,2,1,2,0,41401,0,4,1,1
3569,2,24,266,0,2,5,6,0,1,1,3,3,3,1,1,0,41327,0,2,0,2
3570,2,2,266,0,2,3,7,0,2,1,2,2,2,1,1,0,41326,0,2,1,2
3571,2,4,264,292,2,1,6,7,3,3,2,1,2,1,2,200,41326,0,9,1,3
3572,1,1,307,0,3,1,2,4,2,1,1,1,1,1,3,0,41326,0,4,1,2
3573,2,2,266,0,2,1,2,7,1,1,2,2,2,1,1,1,41327,0,1,0,4
3574,1,84,190,119,1,1,2,7,2,2,1,1,1,1,1,10,41401,0,2,1,2
3575,1,3,307,0,3,1,2,7,2,1,1,1,1,1,4,0,41330,0,3,1,3
3576,2,4,266,0,3,1,0,0,2,1,2,2,2,1,2,0,41326,0,3,1,4
3577,2,2,266,0,1,6,7,0,2,1,2,1,2,1,1,50,41326,1,6,1,1
3578,1,2,307,0,2,1,2,7,2,1,3,3,2,1,1,0,41326,0,1,1,2
3579,1,6,307,0,2,2,4,0,2,2,3,1,2,1,1,0,41330,0,1,1,4
3580,2,2,266,0,2,4,7,0,2,1,1,1,2,1,1,0,41326,1,10,1,3
3581,1,36,147,0,1,7,0,0,1,3,1,1,2,1,1,300,41326,0,2,1,1
3582,1,3,119,218,2,1,2,7,2,2,2,1,1,1,1,150,41401,0,3,1,0
3583,1,3,307,0,1,1,2,0,2,2,1,1,2,1,1,0,41326,0,5,1,1
3584,2,1,266,0,1,6,7,0,2,1,2,2,2,1,1,15,41326,0,6,1,1
3585,1,24,307,0,2,2,0,0,2,1,2,1,2,1,1,1,41325,0,2,1,4
3586,1,12,307,0,3,2,0,0,2,2,3,3,3,1,2,0,41401,0,3,1,4
3587,2,2,273,266,1,5,7,0,2,2,3,1,2,1,1,0,41401,0,5,1,1
3588,1,3,141,307,1,1,0,0,3,1,3,3,2,1,1,0,41401,1,5,0,0
3589,2,2,266,0,1,4,7,0,2,1,2,1,2,1,1,0,41401,0,2,1,3
3590,2,36,266,0,2,1,6,7,2,3,1,1,3,1,1,300,41326,0,2,1,4
3591,2,12,266,0,2,2,4,7,1,1,2,1,1,1,1,0,41327,0,6,1,3
3592,2,29,285,264,2,1,2,7,2,3,3,3,3,1,1,0,41326,0,2,1,2
3593,2,29,266,0,2,6,0,0,2,1,1,1,1,1,1,0,41326,0,2,1,2
3594,1,6,307,0,2,1,7,0,2,1,3,3,3,2,1,0,41401,0,1,1,1
3595,2,24,254,299,3,1,2,3,2,1,2,1,2,1,2,0,41401,0,7,1,1
3596,2,4,266,0,3,3,6,0,2,1,2,1,2,1,3,0,41326,0,1,0,3
3597,2,3,299,0,3,7,0,0,2,1,2,2,2,1,2,0,41401,0,5,0,2
3598,1,6,307,0,1,2,7,0,2,1,1,1,2,1,1,0,41326,1,8,1,4
3599,1,17,205,0,1,1,2,7,2,3,1,1,2,2,1,350,41401,0,14,1,3
3600,1,2,141,307,1,2,0,0,2,1,1,3,2,1,1,0,41326,0,6,1,3
3601,1,24,307,141,1,3,5,0,2,1,1,1,2,1,1,0,41330,0,3,1,2
3602,1,2,185,0,2,1,2,7,2,1,2,2,2,1,1,0,41326,0,4,1,2
3603,2,0,265,0,3,1,5,6,1,2,3,3,3,1,5,0,41326,0,3,0,2
3604,1,24,307,0,2,1,0,0,1,1,1,1,1,2,1,0,41326,0,4,1,4
3605,1,1,307,0,2,1,0,0,2,1,2,1,2,2,1,0,41401,0,7,1,3
3606,2,3,285,264,3,2,4,6,1,2,2,2,2,1,4,30,41401,0,5,1,1
3607,1,2,307,0,2,1,0,0,2,1,2,1,2,1,1,0,41327,0,4,0,2
3608,1,2,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41330,0,1,1,3
3609,1,5,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41401,0,1,1,4
3610,1,2,307,0,3,1,2,7,2,1,2,2,2,1,4,0,41326,0,8,1,2
3611,2,13,266,276,1,6,0,0,3,1,3,3,2,1,1,0,41401,0,3,1,4
3612,2,2,266,0,2,1,3,7,2,1,2,2,2,1,1,0,41326,0,4,1,2
3613,1,1,307,0,2,2,0,0,2,3,2,2,2,1,1,0,41326,0,4,1,1
3614,1,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,1,1,1
3615,2,2,265,0,2,1,7,0,1,2,2,2,2,1,2,0,41401,0,4,1,3
3616,2,1,299,0,1,6,0,0,1,1,2,2,2,1,1,0,41326,0,6,1,1
3617,1,7,195,179,2,1,2,0,2,2,1,1,2,1,1,100,41401,0,2,1,1
3618,1,3,307,0,3,2,5,7,2,1,2,2,2,1,4,0,41330,0,2,1,4
3619,1,1,218,201,3,1,2,5,2,2,2,2,2,1,4,250,41401,0,3,1,2
3620,1,3,307,0,3,2,0,0,2,1,2,2,2,1,4,0,41326,0,5,0,4
3621,2,6,266,0,1,3,0,0,1,1,2,1,1,1,1,0,41326,1,0,1,4
3622,2,9,266,0,1,3,7,0,2,1,1,1,1,1,1,0,41326,0,3,1,3
3623,1,36,307,0,1,2,3,0,3,1,3,3,2,1,1,0,41401,0,2,1,2
3624,2,3,266,0,1,6,7,0,2,1,3,3,3,1,1,0,41326,0,8,1,1
3625,2,1,266,0,1,2,4,7,1,1,2,2,2,1,1,0,41401,0,3,1,2
